video_id,likes,replies,polarity,video_id,sentiment
12MQNUm9iBE,0.505,0.065,0.21578374669312164,12MQNUm9iBE,Positive
12fphklmFzk,0.13,0.21,0.07134299936174936,12fphklmFzk,Positive
12vfxYs6F7E,21.01,0.375,0.14188736121131942,12vfxYs6F7E,Positive
16-xMnzDQ4M,2.32,0.07,0.3483782934281189,16-xMnzDQ4M,Positive
1MA8LIQ5Tec,0.8555078683834049,0.5722460658082976,0.325721670521419,1MA8LIQ5Tec,Positive
1NyMSWqIJDQ,99.53142857142858,3.607142857142857,0.045659135468228536,1NyMSWqIJDQ,Positive
1PzNy4OhwDk,1.95,0.12285714285714286,0.26510712134313746,1PzNy4OhwDk,Positive
1XYcK1Rw0V4,1.6481481481481481,0.7222222222222222,0.319441813973064,1XYcK1Rw0V4,Positive
1Yt1O-OhAm4,11.599182004089979,0.7586912065439673,0.1691813950009885,1Yt1O-OhAm4,Positive
1ZFK3VKzQIs,3.3265993265993266,0.2895622895622896,0.18618263218900272,1ZFK3VKzQIs,Positive
1cnBJYystA0,0.12,0.04,0.3150011478518175,1cnBJYystA0,Positive
1csaGKAjAvw,0.13,0.01,0.24033219696969696,1csaGKAjAvw,Positive
1cwuh3WDztU,1.4974874371859297,0.24623115577889448,0.019739464087084234,1cwuh3WDztU,Positive
1hvdr7RjNRk,0.0675,0.0025,0.13956385731884483,1hvdr7RjNRk,Positive
1kHmFjHzR-s,0.72,0.13166666666666665,0.33947341624149646,1kHmFjHzR-s,Positive
1kTff70rjig,6.66,0.14,0.29902889610389627,1kTff70rjig,Positive
1kVLpFilePw,0.1,0.025,0.2211882119182901,1kVLpFilePw,Positive
1k_whpRADOE,1.880672268907563,0.4,0.10606543261243906,1k_whpRADOE,Positive
1lOsQBZQ9ok,3.4265734265734267,0.4405594405594406,0.05130838858111584,1lOsQBZQ9ok,Positive
1nEp6DcHwhs,1.25,0.1,0.159987720959596,1nEp6DcHwhs,Positive
1pCSv7uXcxE,1.1833333333333333,0.12333333333333334,0.25806980218855236,1pCSv7uXcxE,Positive
1rmAi9XmlIo,0.19438877755511022,0.07414829659318638,0.1792736845575923,1rmAi9XmlIo,Positive
1wEh5P6T2_Y,2.802197802197802,0.25824175824175827,0.0470322104332388,1wEh5P6T2_Y,Positive
1wwwXCQyIRA,0.13758389261744966,0.020134228187919462,0.3132683073578276,1wwwXCQyIRA,Positive
1yP5Os0f6zA,1.785425101214575,0.14777327935222673,0.3244017197529657,1yP5Os0f6zA,Positive
1yYV9-KoSUM,0.3411371237458194,0.028428093645484948,0.2909094476129569,1yYV9-KoSUM,Positive
1zOPtQNChZM,0.13444444444444445,0.014444444444444444,0.3837133263961102,1zOPtQNChZM,Positive
22RRaO5AuOo,0.22833333333333333,0.0,0.1402082598831239,22RRaO5AuOo,Positive
22tF3y_epZs,0.025,0.005,0.19219274020990443,22tF3y_epZs,Positive
27IzfEkYgWE,0.6766666666666666,0.04666666666666667,0.3755034001350798,27IzfEkYgWE,Positive
2DTwXdqmRiM,0.098,0.024,0.07323459873459871,2DTwXdqmRiM,Positive
2FTxKFsWz60,0.05,0.0,0.04880334499965041,2FTxKFsWz60,Positive
2HcqS508lIo,1.941111111111111,0.5455555555555556,0.06674313591236226,2HcqS508lIo,Positive
2NMAmYz7CjA,3.6206896551724137,0.7241379310344828,0.07351161968618865,2NMAmYz7CjA,Positive
2QA57665QM0,0.10714285714285714,0.0,0.139002204200809,2QA57665QM0,Positive
2R2xpNeveh0,2.7,0.6368421052631579,0.11653309081079431,2R2xpNeveh0,Positive
2RbyOUqqR8c,0.41285714285714287,0.09428571428571429,-0.026037217164164513,2RbyOUqqR8c,Negative
2XIuFmRBCv4,3.225806451612903,0.4838709677419355,0.07447729988052569,2XIuFmRBCv4,Positive
2XzXLzA2Hrc,0.5975,0.025,0.09090459401709403,2XzXLzA2Hrc,Positive
2YGrrsKs-Xg,0.09333333333333334,0.02,0.15687758669523005,2YGrrsKs-Xg,Positive
2d-kZs0zPps,0.715,0.035,0.3766889849950397,2d-kZs0zPps,Positive
2dJq9ywlHMk,0.205,0.02,0.1057534181096681,2dJq9ywlHMk,Positive
2iObySa91b0,0.04408817635270541,0.02404809619238477,0.030308614027469188,2iObySa91b0,Positive
2nFO0sMs9Zs,5.79,0.25,0.3588052864583334,2nFO0sMs9Zs,Positive
2qiBTkVRp1U,0.14666666666666667,0.016666666666666666,0.16531322848583874,2qiBTkVRp1U,Positive
2rqSJDslK-Q,0.955,0.105,0.24793583460482568,2rqSJDslK-Q,Positive
2ts6s-Ekfoc,1.5425531914893618,0.1276595744680851,0.39597767065602835,2ts6s-Ekfoc,Positive
2wxyDrfwlXQ,0.03833333333333333,0.006666666666666667,0.18618752343624728,2wxyDrfwlXQ,Positive
3-yamPXZQtU,0.155,0.01375,0.10731729196292593,3-yamPXZQtU,Positive
30QPEkhcYeQ,0.15,0.03,0.0008576689514189484,30QPEkhcYeQ,Positive
30ZmYOcgyx0,1.6226415094339623,0.25728987993138935,0.2657891476019691,30ZmYOcgyx0,Positive
30z5fRChjFQ,1.8,0.6,0.11999999999999997,30z5fRChjFQ,Positive
31X8SnfET9s,16.93,0.74,0.04548454350490196,31X8SnfET9s,Positive
32q2VdiAlb4,0.71,0.165,0.24079316589830363,32q2VdiAlb4,Positive
35zynOrkvMk,2.3333333333333335,4.666666666666667,0.0,35zynOrkvMk,Neutral
3BRB0UwY5Ac,1.1203007518796992,0.2681704260651629,0.3641472986556398,3BRB0UwY5Ac,Positive
3DrpmXtpFtw,0.20066889632107024,0.13043478260869565,0.027587610145259726,3DrpmXtpFtw,Positive
3ImE5jhnOt8,0.76,0.16166666666666665,0.154820808531746,3ImE5jhnOt8,Positive
3JYl1XREYLE,10.75125,1.66,0.06880869182900433,3JYl1XREYLE,Positive
3N5WORQxQUo,2.223333333333333,0.19,0.2903140059262601,3N5WORQxQUo,Positive
3QzUSSKfEeA,0.15571428571428572,0.03,0.04674883673823406,3QzUSSKfEeA,Positive
3VVnY86ulA8,0.07,0.02,0.20635885379088498,3VVnY86ulA8,Positive
3VxviCvN5sU,1.4425,0.18,0.17034550076659438,3VxviCvN5sU,Positive
3WEvgqcP8mg,0.06333333333333334,0.0,0.2954302339699908,3WEvgqcP8mg,Positive
3YVfvvCZxfw,1.8,0.13333333333333333,0.3,3YVfvvCZxfw,Positive
3ZOioxEGYpQ,39.9125,1.58,0.27705884063852804,3ZOioxEGYpQ,Positive
3_BoE9rIbMw,0.524,0.018,0.0841186181926447,3_BoE9rIbMw,Positive
3d9i_0Ty7Cg,23.058333333333334,1.6216666666666666,0.08345234321380302,3d9i_0Ty7Cg,Positive
3fILUAGw2mE,0.06857142857142857,0.015714285714285715,0.061691405490468795,3fILUAGw2mE,Positive
3fK7KYxLrtQ,4.348314606741573,0.30337078651685395,0.13060527019796683,3fK7KYxLrtQ,Positive
3iKiBx7oCP0,0.36428571428571427,0.10142857142857142,0.10299712470585796,3iKiBx7oCP0,Positive
3uxsHmxQBHA,0.29714285714285715,0.008571428571428572,0.13503542723149856,3uxsHmxQBHA,Positive
3xsEUB-Az94,0.22,0.095,0.2847116155979438,3xsEUB-Az94,Positive
3yoGE3v4A8w,0.0875,0.1325,0.19452007265737728,3yoGE3v4A8w,Positive
40M4DF8aIYs,3.52,0.38,0.3625286048008705,40M4DF8aIYs,Positive
41taYOq1kVY,0.365,0.015,0.28751271969105463,41taYOq1kVY,Positive
439iY0844xI,10.136,5.018,0.15582228182833005,439iY0844xI,Positive
47XGull36jM,2.885,0.54,0.11128861426767678,47XGull36jM,Positive
4AsSp0AhlBc,2.253968253968254,0.5079365079365079,0.0558362155187552,4AsSp0AhlBc,Positive
4BmaTeRnNgo,3.9131944444444446,2.3194444444444446,0.017778646250868474,4BmaTeRnNgo,Positive
4Cl0kVE94E0,1.9575,0.4225,0.06565264178788752,4Cl0kVE94E0,Positive
4CyvvCx6Us0,0.17,0.12,0.3157721906565657,4CyvvCx6Us0,Positive
4LwpGaDKmZ8,0.19333333333333333,0.006666666666666667,0.18052769148482695,4LwpGaDKmZ8,Positive
4MkC65emkG4,2.2642857142857142,0.8742857142857143,0.07013967238929607,4MkC65emkG4,Positive
4NJYWgb6dQM,0.6485714285714286,0.017142857142857144,0.2565774290333835,4NJYWgb6dQM,Positive
4S_9IWKVuVU,0.03,0.0,0.23780840153769842,4S_9IWKVuVU,Positive
4W-pZrhu798,0.07375,0.00375,0.24702181643615448,4W-pZrhu798,Positive
4YX_1wql-Xw,0.1457142857142857,0.05142857142857143,0.13592252308543643,4YX_1wql-Xw,Positive
4bh9luFQ3Tc,0.1742857142857143,0.004285714285714286,0.08147442300341848,4bh9luFQ3Tc,Positive
4hqqFqcr1K8,0.09,0.0,0.16202317370129868,4hqqFqcr1K8,Positive
4jfET_Xaq9w,0.6332378223495702,0.06303724928366762,0.25457459264875393,4jfET_Xaq9w,Positive
4k56sdESwHQ,2.2,0.2275,0.12582330823112073,4k56sdESwHQ,Positive
4kX7iBnoivA,0.10285714285714286,0.024285714285714285,0.1397095663033519,4kX7iBnoivA,Positive
4nBHdt8Tick,0.1425,0.02,0.10253675301323174,4nBHdt8Tick,Positive
4nm5gxYA9PE,5.580645161290323,0.5564516129032258,0.03968217147715634,4nm5gxYA9PE,Positive
4tR_H21CuP8,0.06412825651302605,0.01002004008016032,0.19848268213608183,4tR_H21CuP8,Positive
4tXF7w1Nbhk,0.18333333333333332,0.2,0.3157541373556999,4tXF7w1Nbhk,Positive
4vwVfdMn9Pw,5.827195467422096,0.6430594900849859,0.22371627673947084,4vwVfdMn9Pw,Positive
4xbFVdoRzLQ,0.134,0.052,0.021837977938488726,4xbFVdoRzLQ,Positive
51h1wxOzRxg,4.626760563380282,0.028169014084507043,0.2923739914232872,51h1wxOzRxg,Positive
56kiI-JKSdY,0.03833333333333333,0.01,0.10761515428443519,56kiI-JKSdY,Positive
58R1G1XfQCs,0.5325,0.0375,0.03151702229700276,58R1G1XfQCs,Positive
59X_zkBglEY,0.12289562289562289,0.03198653198653199,0.17424698271394398,59X_zkBglEY,Positive
5DG26XDPpB8,0.5433333333333333,0.12,0.20925569083694082,5DG26XDPpB8,Positive
5IP8jQNXDOo,0.6984924623115578,0.11809045226130653,-0.02330748517768088,5IP8jQNXDOo,Negative
5Ij5frweOfw,0.6933333333333334,0.13333333333333333,0.35187930136029083,5Ij5frweOfw,Positive
5IpgQyDuJbU,0.522,0.062,0.21555599431818187,5IpgQyDuJbU,Positive
5JcZsNxT2BM,0.095,0.0,0.084348675232288,5JcZsNxT2BM,Positive
5LXqVd_0cjs,0.12,0.0,0.2190267045454546,5LXqVd_0cjs,Positive
5LjxhUoMdFQ,13.169811320754716,1.1886792452830188,0.12422546727381634,5LjxhUoMdFQ,Positive
5MYuX9vrP_o,2.8326446280991737,1.0185950413223142,0.09928992918452743,5MYuX9vrP_o,Positive
5PJWCe92K1E,0.105,0.0,0.06938524888017077,5PJWCe92K1E,Positive
5UPm14CqYgk,1.8057142857142856,0.5885714285714285,0.11125625163526943,5UPm14CqYgk,Positive
5Wiio4KoGe8,0.16375,0.1125,0.188344222632113,5Wiio4KoGe8,Positive
5al17hlhowA,0.08833333333333333,0.005,0.29895898059369735,5al17hlhowA,Positive
5cyiXm7vAgc,0.17,0.0,0.14898504489337822,5cyiXm7vAgc,Positive
5e8-4mBiCSI,1.78,0.19,0.15846185290404038,5e8-4mBiCSI,Positive
5eSSL8hRU_E,9.21,0.49,0.20353055555555558,5eSSL8hRU_E,Positive
5i76b0OrdIQ,2.5864864864864865,0.14864864864864866,0.2886859069984073,5i76b0OrdIQ,Positive
5iS_9deMr3s,0.25333333333333335,0.02666666666666667,0.3672195500896674,5iS_9deMr3s,Positive
5o5N-9h_ncw,7.128155339805825,0.8504854368932039,0.10075261631572328,5o5N-9h_ncw,Positive
5pvkw5KkQuw,0.25,0.0175,0.05774357910156251,5pvkw5KkQuw,Positive
5qkgFES0r-U,32.514,1.302,0.21142829894906737,5qkgFES0r-U,Positive
5s4wlmfGwJ4,3.86,0.29,0.14722857142857143,5s4wlmfGwJ4,Positive
5xgX_tNTWgs,0.4763271162123386,0.03299856527977044,0.08144439142781401,5xgX_tNTWgs,Positive
5ywKal6-anc,0.07,0.024,0.022444945887445868,5ywKal6-anc,Positive
60p7CcevOQI,0.23,0.01,0.07950477994227993,60p7CcevOQI,Positive
65fZOBR0pmM,0.2733333333333333,0.09666666666666666,0.1478299765500135,65fZOBR0pmM,Positive
660YlPoECNk,0.12,0.037142857142857144,0.0499897456709957,660YlPoECNk,Positive
6731LIO2LKI,1.156,0.508,0.03723518909049625,6731LIO2LKI,Positive
67B1ITzDgqo,0.22428571428571428,0.05857142857142857,0.3483612611745181,67B1ITzDgqo,Positive
69mJfm0MZKU,0.19,0.008571428571428572,0.21880119664982456,69mJfm0MZKU,Positive
6DjO94xv-ak,0.11,0.06,0.15605675578059508,6DjO94xv-ak,Positive
6L-nhETPAfY,0.16,0.0,0.12117124808175232,6L-nhETPAfY,Positive
6S3U-xlVIhQ,0.15166666666666667,0.006666666666666667,0.038465797107984576,6S3U-xlVIhQ,Positive
6Vb6Z9i5sHs,0.8016666666666666,0.365,-0.04401223350598347,6Vb6Z9i5sHs,Negative
6aKua_hvo5Y,2.8914141414141414,0.7676767676767676,0.09582306873973544,6aKua_hvo5Y,Positive
6gwM9v_OwUc,15.625714285714286,2.3328571428571427,0.1154966698232324,6gwM9v_OwUc,Positive
6jt3asyth4s,0.03666666666666667,0.03,0.39858229600383877,6jt3asyth4s,Positive
6l5P7jHUcjI,0.17125,0.005,0.07454989577313255,6l5P7jHUcjI,Positive
6o5L1WafILo,0.9325,0.075,0.2325599981257892,6o5L1WafILo,Positive
6v3BWoddSgk,0.11875,0.00625,0.11094762638123232,6v3BWoddSgk,Positive
6vGg-jJl30A,0.065,0.02,0.3363281100473191,6vGg-jJl30A,Positive
6x62O8A8qHw,0.2742857142857143,0.12857142857142856,0.13126618786259084,6x62O8A8qHw,Positive
7-PlbuWWceE,4.649606299212598,1.204724409448819,0.037009164100699536,7-PlbuWWceE,Positive
7-x4ZP9HEwg,1.15,0.09,0.317662902115246,7-x4ZP9HEwg,Positive
7-z55AKa07U,4.065,0.145,0.05544320570715661,7-z55AKa07U,Positive
71QPEkD9PhM,1.2066666666666668,0.03333333333333333,0.15694104737854744,71QPEkD9PhM,Positive
72HS6nTgeOE,2.483720930232558,0.40930232558139534,0.23313292493583812,72HS6nTgeOE,Positive
72dxSi8yK54,17.202380952380953,1.0297619047619047,0.15968270108969515,72dxSi8yK54,Positive
73GicaeMo_E,0.07333333333333333,0.023333333333333334,0.11177030027403295,73GicaeMo_E,Positive
74zJ4scJzNs,0.11587982832618025,0.00715307582260372,-0.002222112988221539,74zJ4scJzNs,Negative
76WkDuiAjeY,17.53,2.7357142857142858,0.11969304881753833,76WkDuiAjeY,Positive
78hbYimcl9c,26.478753541076486,1.9008498583569404,0.11623375745133455,78hbYimcl9c,Positive
7AQ8uAx0ZU8,2.635294117647059,0.2823529411764706,0.5320708556149734,7AQ8uAx0ZU8,Very positive
7EtMqijwZhs,0.455,0.14666666666666667,0.021901965183736005,7EtMqijwZhs,Positive
7GmcH_Lmkvw,1.518796992481203,0.10526315789473684,0.32180632595497893,7GmcH_Lmkvw,Positive
7HDfCN6ZTuQ,4.07,0.515,0.2184445974815117,7HDfCN6ZTuQ,Positive
7KHvKzpsQrA,0.76,0.14,0.22741800344717014,7KHvKzpsQrA,Positive
7KS2oJPzeZk,0.6128571428571429,0.20857142857142857,0.17166053658642938,7KS2oJPzeZk,Positive
7KbjNfCV-lY,103.905,4.575,0.24777962306450363,7KbjNfCV-lY,Positive
7KrANPZhoFI,3.070938215102975,0.13501144164759726,0.24753800261523393,7KrANPZhoFI,Positive
7LfBoTAzjxM,1.3313953488372092,0.4011627906976744,-0.021750525395147498,7LfBoTAzjxM,Negative
7QGTDFtD1p8,0.02,0.01,0.0910428873771731,7QGTDFtD1p8,Positive
7TN09IP5JuI,0.07,0.0,0.20322896289281683,7TN09IP5JuI,Positive
7Whm5ySvDZI,0.225,0.03,0.12486514571737783,7Whm5ySvDZI,Positive
7YAAyUFL1GQ,0.34,0.06875,0.1440817139739964,7YAAyUFL1GQ,Positive
7bdZn5MKugo,0.12,0.014285714285714285,0.24465996110581859,7bdZn5MKugo,Positive
7e4vFMJmBIc,0.155,0.06166666666666667,0.035992687778477826,7e4vFMJmBIc,Positive
7gcl6t7P3qw,0.105,0.0,0.12160727752201143,7gcl6t7P3qw,Positive
7hOaSFP3n0A,2.0217391304347827,0.30434782608695654,0.28130175983436856,7hOaSFP3n0A,Positive
7k8PFMQQIxI,1.79,0.18,0.3552424614448053,7k8PFMQQIxI,Positive
7ocf8suHnP0,0.8866666666666667,0.125,0.15622986443051537,7ocf8suHnP0,Positive
7qLrKUtV0Kw,7.816705336426915,0.9095127610208816,0.021092805822436875,7qLrKUtV0Kw,Positive
7vdNTw3zzEs,5.004484304932736,0.2556053811659193,0.17425072387673987,7vdNTw3zzEs,Positive
7wGDvthZ0ng,0.1075,0.0175,-0.10714716374559421,7wGDvthZ0ng,Negative
8-M7WA1qX1g,75.7925,1.0625,0.05335555021800506,8-M7WA1qX1g,Positive
85cgOHCUeaA,0.05509181969949917,0.0,0.0387351767467716,85cgOHCUeaA,Positive
88IdVnUESJw,0.1,0.004285714285714286,0.09928959224177969,88IdVnUESJw,Positive
8DJWtGRcFLs,0.074,0.002,-0.029089588293650794,8DJWtGRcFLs,Negative
8GgqFAXug50,2.89,0.275,0.2364280310805963,8GgqFAXug50,Positive
8I1B4n_8Cto,0.34375,0.01875,0.1617897868232828,8I1B4n_8Cto,Positive
8JMnfmxA_Qo,0.08,0.0,0.0008014242838944274,8JMnfmxA_Qo,Positive
8Lv3tW7bWzU,0.525,0.095,0.2818924592768342,8Lv3tW7bWzU,Positive
8NArIVIQ4BI,0.2756892230576441,0.05513784461152882,0.07838887841090615,8NArIVIQ4BI,Positive
8PDnSzf_TV8,0.13833333333333334,0.051666666666666666,0.08083732799752334,8PDnSzf_TV8,Positive
8QKP7LXWlHk,0.0725,0.2725,0.19128343732341094,8QKP7LXWlHk,Positive
8QgMh02JvS8,0.13333333333333333,0.02,0.09347941919191921,8QgMh02JvS8,Positive
8TsNkgW2ox0,0.355,0.06,0.21211979869089248,8TsNkgW2ox0,Positive
8V3B85bfVFI,0.27,0.025,0.15117754280689552,8V3B85bfVFI,Positive
8Z01336nDlU,0.04,0.005,0.08111783008658012,8Z01336nDlU,Positive
8_rUSDGR8wc,7.444444444444445,0.7777777777777778,0.22765432098765434,8_rUSDGR8wc,Positive
8hP6WROycAU,0.18,0.22875,0.09710980094492852,8hP6WROycAU,Positive
8mObzt_MX3k,15.105263157894736,0.618421052631579,0.11027736244019141,8mObzt_MX3k,Positive
8ndhidEmUbI,0.20066889632107024,0.006688963210702341,0.03104173844414536,8ndhidEmUbI,Positive
8pB3tiuwFT4,2.41,0.22,0.16408919642857142,8pB3tiuwFT4,Positive
8pHPohFezIk,1.8386167146974064,1.043227665706052,0.0644587102778746,8pHPohFezIk,Positive
8rbUudNk_k0,1.2405247813411078,0.22740524781341107,0.01807157749270086,8rbUudNk_k0,Positive
8rhb5wTCero,0.12571428571428572,0.07428571428571429,0.26513101809646983,8rhb5wTCero,Positive
8sDXUWNYwIM,3.2580645161290325,0.4774193548387097,0.03600537634408602,8sDXUWNYwIM,Positive
8uAyK3xhbUo,1.0,1.1666666666666667,0.36250000000000004,8uAyK3xhbUo,Positive
8z2RgsLSn-c,0.14,0.01,0.22403617574555063,8z2RgsLSn-c,Positive
90YP4ntJUQs,0.272,0.158,0.1014126329622758,90YP4ntJUQs,Positive
924olvhb2pU,6.692513368983957,0.8796791443850267,0.21242571369973595,924olvhb2pU,Positive
9Bag15jvLuk,23.222826086956523,2.8315217391304346,0.07233394373340025,9Bag15jvLuk,Positive
9CILSvf1snQ,1.8740359897172236,0.699228791773779,0.313410139354317,9CILSvf1snQ,Positive
9EBgaxFfDA0,0.26,0.035,0.06352972703759532,9EBgaxFfDA0,Positive
9HIkG6vMk6E,0.2057142857142857,0.002857142857142857,0.22111418357458357,9HIkG6vMk6E,Positive
9JhNLoR1zZ8,0.19,0.14,0.2744590533902622,9JhNLoR1zZ8,Positive
9RSJQV4gTeQ,2.9141791044776117,0.5111940298507462,0.46522002189260486,9RSJQV4gTeQ,Positive
9VjKMTwFXMw,0.44,0.055,0.05023544034090909,9VjKMTwFXMw,Positive
9WShamMJaF0,4.320754716981132,1.490566037735849,0.011576569831286814,9WShamMJaF0,Positive
9XAUlcrRQSE,1.61,0.6714285714285714,0.07783217699958778,9XAUlcrRQSE,Positive
9XgflsmKnK0,1.1725,0.0175,0.1785049708863186,9XgflsmKnK0,Positive
9cEk9D1eI1k,0.49,0.005,0.12642612209567772,9cEk9D1eI1k,Positive
9cN6Z_mkl_w,0.232,0.156,0.1757266332972583,9cN6Z_mkl_w,Positive
9fVot8fIX-o,0.12,0.0,0.08223357834295335,9fVot8fIX-o,Positive
9j9RrWgo5rE,4.0067796610169495,0.34915254237288135,-0.05553795895595254,9j9RrWgo5rE,Negative
9k6S9v0FKzI,0.09,0.0,0.19791268262987016,9k6S9v0FKzI,Positive
9lx41ak9GWk,2.0,1.0,0.14264322916666666,9lx41ak9GWk,Positive
9m2Ozq_1-jY,0.5666666666666667,0.02,0.13804521421962299,9m2Ozq_1-jY,Positive
9mAcJRFfAL0,0.094,0.002,0.09899410852788089,9mAcJRFfAL0,Positive
9wRgNPdU7fQ,0.09,0.0,0.10997155433301271,9wRgNPdU7fQ,Positive
9wacs-xHaFI,7.520833333333333,3.7083333333333335,0.06312646433614173,9wacs-xHaFI,Positive
